Time,Traffic_Flow,Average_Speed,Occupancy,Temperature,Humidity,Wind_Speed,Precipitation,Visibility,Road_Condition,Traffic_Congestion
2024-01-01 00:00:00,102.0,95.20887097774047,71.48995340913137,24.730232258075652,6.641042037273282,1.6133071599915605,4.84361436345506,5.615359031013368,Snowy,Low
2024-01-01 01:00:00,435.0,22.22741358568916,57.89776465541452,8.805836770793423,17.08601993864648,27.731161390798903,6.5466725149965965,0.0033296788510794872,Snowy,Medium
2024-01-01 02:00:00,860.0,110.13029870056528,1.460899710888286,23.6782854982267,31.11206807596474,19.851620171781853,19.707152195494785,1.1424563079197747,Wet,High
2024-01-01 03:00:00,270.0,50.943291023563425,36.03754923631707,33.26005840376628,32.069928504132285,26.598679500491745,7.3633600051218835,3.751951917678787,Dry,Low
2024-01-01 04:00:00,,,,,,,,,Snowy,Low
2024-01-01 05:00:00,71.0,97.88983722051371,38.74512959225387,0.7292230529067645,62.31329207526848,3.938606132479178,16.96588531950437,1.3352897331214009,Dry,Low
2024-01-01 06:00:00,700.0,44.82116196460651,86.34798949128131,32.38174250225701,49.45897780098137,28.217446102058936,10.54855622217727,2.3179639045595444,Dry,High
2024-01-01 07:00:00,20.0,63.179903298453716,30.880227534961534,17.16849298534654,21.126373230876794,26.996791608983013,6.489068432363352,4.296014141676469,,Low
2024-01-01 08:00:00,614.0,13.476521329346301,29.353479245866044,-5.263067688380863,38.19834696903034,10.44228233703107,10.475019538370603,7.1483719793670915,Dry,Medium
2024-01-01 09:00:00,121.0,0.3100817813978862,26.599769309265795,15.770726713551024,54.35939684651695,3.346000210550295,2.281726208781949,1.326886118258459,Dry,Low
2024-01-01 10:00:00,466.0,76.55822469519572,33.27808689607955,12.52614002517344,46.798536610394194,21.124642523666214,2.6001391046553968,7.379585719093322,Icy,Medium
2024-01-01 11:00:00,214.0,61.821020440047796,55.74049643141872,28.50150023340035,12.729253309507838,21.850839082101675,13.882150644613379,8.550607297172208,Dry,Low
2024-01-01 12:00:00,330.0,71.22462829477766,70.70152942725908,13.88128353935846,64.95104935019238,26.904871345221213,18.349213145194913,6.514787668852334,Icy,Medium
2024-01-01 13:00:00,,,,,,,,,Snowy,Medium
2024-01-01 14:00:00,87.0,77.59270961074321,80.77178199814796,20.403982873919983,37.81946830810803,4.251115140821156,1.4922648131471439,4.406536869274413,Icy,Low
2024-01-01 15:00:00,372.0,20.97281313928526,88.59139954974249,14.415895364101107,71.0029347675229,17.94746378637547,8.057912220620114,6.600660016334999,Icy,Medium
2024-01-01 16:00:00,,,,,,,,,Dry,Low
2024-01-01 17:00:00,871.0,108.70693257453124,1.8945403374354575,15.813253607430852,56.99828190453161,1.0082898694501885,10.224134866512657,9.518083880692425,Snowy,High
2024-01-01 18:00:00,663.0,92.39336403020147,73.59179535519887,26.969101005035874,33.45209741432973,11.907961531849752,3.8640896976370276,3.9570315443991877,Snowy,Medium
2024-01-01 19:00:00,130.0,66.79644695240607,20.83995736183316,-8.71430870241953,0.8831843422734464,17.524851938281472,17.362932974573134,6.159310722250925,Snowy,Low
2024-01-01 20:00:00,661.0,30.677399737112676,13.292804270798264,18.38829673903003,19.038327106097185,22.137339994552015,2.086701057381648,8.90815147361585,Wet,Medium
2024-01-01 21:00:00,308.0,36.247260220175406,63.84887847991355,5.731333810297643,94.09461932706544,9.484520753349857,0.028667972940608077,8.310462473761964,Icy,Low
2024-01-01 22:00:00,769.0,87.83496811027615,31.974319540769493,3.1702150591740867,52.11489055050904,14.517104790655242,9.022920862275207,4.794218341127498,Dry,High
2024-01-01 23:00:00,343.0,102.1409113023325,5.711716337044326,7.6664487662500065,99.72272046291317,24.421646169360276,3.1086660785147835,2.612413308916234,Wet,Medium
2024-01-02 00:00:00,491.0,80.57096034367373,13.762973439836134,5.391019891159175,52.481675036474115,28.616851916932216,14.759727645503233,1.3709994679883297,Dry,Medium
2024-01-02 01:00:00,413.0,97.14359709221301,0.09294168699610639,27.45075980187987,54.39364122902683,6.909440261695366,18.398694635627898,4.8798015508325925,Wet,Medium
2024-01-02 02:00:00,805.0,91.99873622404871,90.32236273447073,2.3659014845555255,39.18430129328524,7.591266174596887,0.8387602860513432,7.228458753432891,Snowy,High
2024-01-02 03:00:00,385.0,17.964476154834927,2.461798384123859,22.99188603979634,31.004041873141432,28.194545623016264,7.911642238321934,9.69769713216266,Wet,Medium
2024-01-02 04:00:00,191.0,50.87337754959624,20.945576950951107,-5.767308089713508,25.15455531329448,11.877334522880506,19.936299521418995,8.618149048230888,Snowy,Low
2024-01-02 05:00:00,955.0,18.35805609942752,41.62627806879073,32.8128367617987,34.342061613067386,21.55044973562228,14.65343940001337,2.0424095524816166,Wet,High
2024-01-02 06:00:00,276.0,28.228270176238176,35.65713259508191,18.00424867618483,45.98510809004321,18.367956861896285,19.06375287411614,7.197781268224698,Dry,Low
2024-01-02 07:00:00,160.0,104.31115495812631,91.17258769127757,21.802335967005206,19.199195023079007,8.56763039382169,3.281665704323111,2.891012538584304,Dry,Low
2024-01-02 08:00:00,459.0,56.74703587598186,4.028894573454211,3.4117699442502953,22.48750918056959,19.60686665874075,4.4273711898390715,6.834725944335965,Wet,Medium
